1	0.000000	0.00	0	0
2	0.000000	9.26	8	11
3	0.000000	18.14	12	26
4	0.000000	28.25	21	45
5	0.000000	39.63	26	68
6	0.000000	51.30	36	74
7	0.000000	63.03	46	111
8	0.000000	77.98	54	125
9	0.000000	90.87	62	140
10	0.000000	108.71	80	178
11	0.000000	120.49	87	211
12	0.000000	136.25	95	221
13	0.000001	149.04	114	244
14	0.000001	166.36	125	240
15	0.000001	184.68	144	272
16	0.000001	201.05	152	275
17	0.000001	219.46	167	339
18	0.000001	233.84	177	323
19	0.000001	252.05	186	364
20	0.000001	267.82	210	367
21	0.000001	293.39	218	508
22	0.000001	303.38	235	417
23	0.000001	323.91	262	449
24	0.000001	344.58	271	528
25	0.000001	360.75	270	479
26	0.000001	387.86	288	614
27	0.000001	388.92	302	515
28	0.000002	412.90	316	559
29	0.000001	444.00	344	590
30	0.000001	456.14	350	628
31	0.000001	473.71	368	692
32	0.000001	492.19	386	639
33	0.000002	526.28	393	738
34	0.000002	534.63	414	683
35	0.000002	556.78	438	785
36	0.000002	578.21	471	816
37	0.000002	598.21	485	840
38	0.000002	611.64	508	967
39	0.000002	650.58	512	1023
40	0.000002	656.34	530	892
41	0.000002	686.44	547	1007
42	0.000002	722.29	538	1050
43	0.000002	724.55	586	1071
44	0.000002	754.70	611	1109
45	0.000002	768.77	597	1074
46	0.000002	786.36	626	1082
47	0.000002	822.83	647	1174
48	0.000002	817.08	645	1116
49	0.000002	856.27	692	1116
50	0.000002	867.77	667	1173
51	0.000003	901.19	713	1136
52	0.000003	925.63	766	1328
53	0.000003	951.76	750	1403
54	0.000003	984.94	790	1555
55	0.000003	985.42	833	1418
56	0.000003	993.98	823	1449
57	0.000003	1044.21	867	1499
58	0.000003	1066.60	833	1456
59	0.000003	1097.44	894	1579
60	0.000003	1114.46	910	1513
61	0.000003	1122.95	919	1483
62	0.000003	1156.16	960	1510
63	0.000003	1177.17	948	1733
64	0.000003	1202.86	973	1594
65	0.000003	1212.41	983	1711
66	0.000004	1213.02	994	1667
67	0.000004	1260.72	1018	1606
68	0.000004	1295.25	1088	1792
69	0.000004	1318.75	1075	1773
70	0.000004	1331.90	1065	1859
71	0.000004	1378.57	1130	1737
72	0.000004	1374.47	1115	1787
73	0.000004	1412.90	1125	1939
74	0.000004	1451.56	1093	1968
75	0.000004	1488.92	1218	1969
76	0.000004	1484.66	1214	2025
77	0.000004	1507.10	1217	1947
78	0.000004	1568.98	1273	2149
79	0.000004	1545.07	1259	2164
80	0.000004	1580.82	1261	2113
81	0.000004	1598.47	1285	2018
82	0.000005	1625.22	1356	2578
83	0.000005	1678.06	1354	2211
84	0.000005	1652.73	1393	2495
85	0.000005	1704.04	1389	2335
86	0.000005	1712.34	1418	2221
87	0.000005	1748.75	1443	2451
