1	0.000000	0.00	0	0
2	0.000000	1.00	1	1
3	0.000000	2.40	2	3
4	0.000000	5.50	5	6
5	0.000000	7.60	6	9
6	0.000000	11.20	7	15
7	0.000001	13.60	10	16
8	0.000001	20.00	14	24
9	0.000001	23.10	17	30
10	0.000001	31.20	25	39
11	0.000001	35.80	30	42
12	0.000001	44.20	36	57
13	0.000001	48.20	40	56
14	0.000001	57.50	46	69
15	0.000001	64.80	48	75
16	0.000001	74.00	66	86
17	0.000001	88.00	60	118
18	0.000001	94.60	78	111
19	0.000001	95.20	70	109
20	0.000001	119.20	93	143
21	0.000001	120.70	96	165
22	0.000002	138.10	120	157
23	0.000002	136.30	98	164
24	0.000002	154.50	115	184
25	0.000002	174.30	138	196
26	0.000002	173.90	148	203
27	0.000002	190.20	156	235
28	0.000002	217.70	176	246
29	0.000001	231.00	199	253
30	0.000001	254.40	176	315
31	0.000001	257.60	196	343
32	0.000001	269.20	196	329
33	0.000002	295.90	249	341
34	0.000002	302.90	233	357
35	0.000002	319.70	244	387
36	0.000002	368.40	269	421
37	0.000002	385.80	344	445
38	0.000002	376.30	333	448
39	0.000002	394.10	322	448
40	0.000002	415.50	376	448
41	0.000002	452.20	412	503
42	0.000002	457.40	416	521
43	0.000002	521.40	458	569
44	0.000002	510.20	452	609
45	0.000003	544.20	481	590
46	0.000003	537.30	490	599
47	0.000003	618.20	480	749
48	0.000003	628.80	555	666
49	0.000003	611.20	536	696
50	0.000003	667.40	625	721
51	0.000004	722.00	633	810
52	0.000003	707.60	654	768
53	0.000003	697.40	567	866
54	0.000003	747.70	677	829
55	0.000003	790.20	719	886
56	0.000003	830.10	728	938
57	0.000004	856.50	757	967
58	0.000004	886.90	810	963
59	0.000004	899.80	823	1048
60	0.000004	948.50	793	1048
61	0.000004	1005.40	797	1103
62	0.000004	998.50	817	1092
63	0.000005	1072.10	984	1122
64	0.000005	1119.40	994	1247
65	0.000005	1119.50	954	1280
66	0.000005	1099.30	998	1290
67	0.000005	1179.60	1039	1409
68	0.000005	1221.60	1107	1307
69	0.000005	1286.00	1127	1446
70	0.000005	1280.50	1131	1433
71	0.000005	1302.50	1202	1426
72	0.000005	1283.10	1121	1393
73	0.000006	1474.20	1235	1641
74	0.000006	1406.60	1264	1620
75	0.000006	1429.80	1051	1618
76	0.000006	1535.20	1394	1652
77	0.000006	1567.20	1300	1864
78	0.000006	1596.00	1371	1819
79	0.000007	1619.50	1456	1778
80	0.000007	1671.10	1549	1791
81	0.000006	1644.10	1336	1826
82	0.000007	1795.10	1486	2063
83	0.000007	1739.30	1525	1896
84	0.000007	1839.40	1723	1953
85	0.000007	1857.10	1590	2109
86	0.000007	1915.70	1641	2239
87	0.000007	1936.00	1761	2154
88	0.000007	1975.30	1802	2250
89	0.000009	2066.20	1800	2299
90	0.000008	2160.70	1878	2433
91	0.000008	2198.20	1918	2451
92	0.000009	2229.70	1997	2436
93	0.000008	2275.80	2107	2395
94	0.000008	2260.80	1960	2565
95	0.000009	2401.90	2254	2496
96	0.000009	2387.40	2198	2682
97	0.000010	2425.30	2207	2750
98	0.000009	2441.60	2239	2787
99	0.000010	2591.60	2250	2853
100	0.000009	2488.40	2256	2877
101	0.000009	2524.70	2176	2694
102	0.000010	2635.70	2433	2905
103	0.000010	2703.90	2433	2975
